"Name","Type","Unlock Prerequisite","Research Scrolls","Antique Tokens","Tier","Value","Crafting Time (seconds)","Crafting Time (formatted)","Value / Crafting Time","Merchant XP","Merchant XP / Crafting Time","Worker XP","Fusion XP","Favor","Airship Power","","Required Worker ","Worker Level","Required Worker","Worker Level","Required Worker","Worker Level","","","","","","","","","","","","","","","Component","Component Quality","Amount Needed","Component","Component Quality","Amount Needed","","ATK","DEF","HP","EVA","CRIT","Mana Shield","","Elemental Affinity","Spirit Affinity","Built-In Element","Built-In Spirit","","Crafting Upgrade 1","Crafts Needed","Crafting Upgrade 2","Crafts Needed","Crafting Upgrade 3","Crafts Needed","Crafting Upgrade 4","Crafts Needed","Crafting Upgrade 5","Crafts Needed","","Starforged Milestone 1","Crafts Needed","Starforged Milestone 2","Crafts Needed","Starforged Milestone 3","Crafts Needed","Starforged Milestone 4","Crafts Needed","Starforged Milestone 5","Crafts Needed","","Ascension Upgrade 1","Shards Needed","Ascension Upgrade 2","Shards Needed","Ascension Upgrade 3","Shards Needed","Transcendence Upgrade 1","Seals Needed","Transcendence Upgrade 2","Seals Needed","Transcendence Upgrade 3","Seals Needed","","Discount Energy","Surcharge Energy","Suggest Energy","Speed Up Energy","","Is Antique starting on (UTC)",""
"Opulent Brand","Sword","Opulent Chest","---","","12","5,350,000","78,600","21:50:00","68.07","210,000","2.67","3,150","15,750","5,154","608","","Blacksmith","30","Master","26","Jeweler","23","","404","---","---","---","123","---","---","---","---","34","---","---","","Opulent Jewel","---","6","Raw Obsidian","---","4","","760","---","---","---","---","---","","Gold","Quetzalcoatl Spirit","---","---","","-20% Craft Time Reduction","6","x1.25 Value Increase","14","-81 Iron Spent","26","-37 Steel Spent","40","Quality Chance x2","60","","+10% Surcharge Value","10","x1.25 Value Increase","20","+20% Bonus Favor","35","+10% Multicraft Chance","55","Quality Chance x2","85","","-10 Jewels Spent","80","-1 Opulent Jewel Spent","80","+10% Multicraft Chance","80","ATK +76","80","DEF +61","80","+10% Base ATK, DEF and HP","80","","1,490","3,310","660","3,465","","January 4, 2023",""
"Épée d'Artagnan","Sword","Musketeer Mega Pack","---","350","12","2,900,000","78,600","21:50:00","36.90","210,000","2.67","3,150","15,750","5,094","1,034","","Blacksmith","30","Master","26","Jeweler","23","","400","---","---","---","120","---","---","---","---","34","---","---","","Sigil of True Grace","---","1","Boreal Gale","---","5","","760","---","---","---","0.07","---","","---","---","---","---","","-20% Craft Time Reduction","6","x1.25 Value Increase","14","-80 Iron Spent","26","-18 Steel Spent","40","Quality Chance x2","60","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","35","x1.25 Value Increase","55","+25% Base ATK, DEF and HP","85","","-10 Jewels Spent","80","-1 Boreal Gale Spent","80","+10% Multicraft Chance","80","ATK +76","80","CRIT +2%","80","+10% Base ATK, DEF and HP","80","","1,480","3,290","660","3,465","","April 2, 2023",""
"Thorn of Scorn","Sword","Pumpkin Superior Pack","---","350","12","2,900,000","78,600","21:50:00","36.90","210,000","2.67","3,150","15,750","4,943","836","","Blacksmith","30","Carpenter","26","Master","23","","","390","---","---","","115","---","---","34","---","---","---","","Sigil of True Might","---","1","Crush Claw","---","3","","760","190","---","---","---","---","","Earth, Dark","---","---","---","","-20% Craft Time Reduction","6","-23 Ironwood Spent","14","x1.25 Value Increase","26","-7 Ether Spent","40","Quality Chance x2","60","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","35","x1.25 Value Increase","55","+25% Base ATK, DEF and HP","85","","-117 Wood Spent","80","-1 Crush Claw Spent","80","+10% Multicraft Chance","80","ATK +76","80","DEF +61","80","+10% Base ATK, DEF and HP","80","","1,480","3,290","660","3,465","","April 17, 2023",""
"Djinn Pyre","Sword","---","200","","13","5,650,000","109,800","30:30:00","51.46","235,000","2.14","3,525","17,625","6,883","744","","Blacksmith","32","Master","28","Jeweler","25","","","---","---","---","139","---","---","---","---","33","5","---","","Outsider's Claw","---","3","Magma Core","---","3","","930","---","---","---","---","---","","Fire","---","---","---","","-30% Craft Time Reduction","4","-28 Steel Spent","10","x1.25 Value Increase","18","Blueprint: Durandal","30","Quality Chance x2","45","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","40","+25% Base ATK, DEF and HP","65","","-1 Magma Core Spent","100","-1 Essence Spent","100","+10% Multicraft Chance","100","ATK +93","100","DEF +74","100","+10% Base ATK, DEF and HP","100","","2,040","4,530","905","3,830","","",""
"Plasma Saber","Sword","Content Pass: Spacefarer","---","375","13","6,050,000","109,800","30:30:00","55.10","235,000","2.14","3,525","17,625","7,256","889","","Blacksmith","32","Master","28","Jeweler","25","","431","---","---","---","","---","---","---","---","39","5","---","","All-Seeing Eye","---","3","Zirconia Eggshell","---","4","","930","---","29","---","---","---","","Light","---","---","---","","-30% Craft Time Reduction","4","-6 Jewels Spent","10","x1.25 Value Increase","18","-5 Essence Spent","30","Quality Chance x2","45","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","40","+25% Base ATK, DEF and HP","65","","-86 Iron Spent","100","-1 Zirconia Eggshell Spent","100","+10% Multicraft Chance","100","ATK +93","100","HP +29","100","+10% Base ATK, DEF and HP","100","","2,105","4,680","935","3,830","","November 12, 2023",""
"T-Rex Buster","Sword","Jam-packed Jurassic Pack","---","375","13","6,000,000","109,800","30:30:00","54.64","235,000","2.14","3,525","17,625","9,117","1,063","","Blacksmith","32","Master","28","Jeweler","25","","460","---","---","---","","---","---","---","---","45","8","---","","Outsider's Claw","---","3","All-Seeing Eye","---","1","","930","266","---","---","---","---","","---","Dinosaur Senses","---","---","","-20% Craft Time Reduction","4","-9 Jewels Spent","10","x1.25 Value Increase","18","-4 Essence Spent","30","Quality Chance x2","45","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","40","+25% Base ATK, DEF and HP","65","","-4 Essence Spent","100","-92 Iron Spent","100","+10% Multicraft Chance","100","ATK +93","100","DEF +74","100","+10% Base ATK, DEF and HP","100","","2,095","4,660","930","3,830","","May 22, 2024",""
"Zeus Thunderblade","Sword","Ancient Gods Mega Pack","---","375","13","6,200,000","130,200","36:10:00","47.62","245,000","1.88","3,675","18,375","8,496","918","","Blacksmith","34","Master","30","Jeweler","27","","446","---","---","---","","---","---","---","---","40","6","---","","All-Seeing Eye","---","3","Scroll of Storms","Superior","1","","960","---","30","---","---","---","","Air, Light","Titan Solemnity","---","---","","-30% Craft Time Reduction","4","-6 Jewels Spent","10","x1.25 Value Increase","18","-1 All-Seeing Eye Spent","30","Quality Chance x2","45","","+20% Surcharge Value","5","-10% Surcharge Cost","15","-1 All-Seeing Eye Spent","25","x1.25 Value Increase","40","+25% Base ATK, DEF and HP","65","","-1 Essence Spent","100","Component Quality Reduced","100","+10% Multicraft Chance","100","ATK +96","100","HP +30","100","+10% Base ATK, DEF and HP","100","","2,130","4,735","945","4,015","","May 26, 2024",""
"Durandal","Sword","---","250","","14","10,500,000","181,200","50:20:00","57.95","275,000","1.52","4,125","20,625","11,049","928","","Blacksmith","36","Master","32","Jeweler","29","","","---","---","---","155","---","---","---","---","33","8","---","","Demigod Pinion","---","4","Night Cowl","Normal","1","","1,160","---","---","---","---","---","","Dark","---","---","---","","-30% Craft Time Reduction","4","-47 Steel Spent","10","x1.25 Value Increase","18","Blueprint: Siren's Song","30","Quality Chance x2","45","","+20% Surcharge Value","5","-10% Surcharge Cost","15","-1 Night Cowl Spent","25","+10% Multicraft Chance","40","+25% Base ATK, DEF and HP","65","","-2 Essence Spent","120","-1 Demigod Pinion Spent","120","+10% Multicraft Chance","120","ATK +116","120","DEF +93","120","+10% Base ATK, DEF and HP","120","","2,710","6,025","1,205","4,410","","",""
"Platinum Greatsword","Sword","Platinum Chest","---","","14","22,500,000","182,400","50:40:00","123.36","275,000","1.51","4,125","20,625","8,318","928","","Blacksmith","36","Master","32","Jeweler","29","","462","---","---","---","155","---","---","---","---","34","---","---","","Platinum Bangles","---","5","Magma Core","---","4","","1,160","---","---","---","---","---","","Gold","Ancestor Tradition","---","---","","-30% Craft Time Reduction","4","-139 Iron Spent","10","-1 Magma Core Spent","18","x1.25 Value Increase","30","Quality Chance x2","45","","+10% Surcharge Value","5","x1.25 Value Increase","15","+20% Bonus Favor","25","+10% Multicraft Chance","40","Quality Chance x2","65","","-1 Platinum Bangles Spent","120","-31 Steel Spent","120","+10% Multicraft Chance","120","ATK +116","120","DEF +93","120","+10% Base ATK, DEF and HP","120","","2,955","6,570","1,315","4,410","","January 1, 2025",""
"Materia Blade","Sword","Retro Gaming Mega Pack","---","400","14","11,500,000","182,400","50:40:00","63.05","275,000","1.51","4,125","20,625","11,149","1,325","","Blacksmith","36","Master","32","Jeweler","29","","462","---","---","---","155","---","---","---","---","---","8","---","","Divine Spark","---","4","Deep Pearl","---","10","","1,160","331","---","---","---","---","","All","Bahamut Sovereignty","---","---","","-30% Craft Time Reduction","4","-116 Iron Spent","10","x1.25 Value Increase","18","-3 Deep Pearl Spent","30","Quality Chance x2","45","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","40","+25% Base ATK, DEF and HP","65","","-3 Deep Pearl Spent","120","-39 Steel Spent","120","+10% Multicraft Chance","120","ATK +116","120","DEF +93","120","+10% Base ATK, DEF and HP","120","","2,885","6,410","1,280","4,410","","February 2, 2025",""
"Twin Fangs","Sword","Content Pass: Year of the Snake","---","400","14","11,500,000","182,400","50:40:00","63.05","275,000","1.51","4,125","20,625","11,099","1,392","","Blacksmith","36","Master","32","Jeweler","29","","460","---","---","---","150","---","---","---","---","---","8","---","","Heaven's Crest","---","4","Crush Claw","---","6","","1,160","---","---","---","0.05","---","","---","Ouroboros Eternity","---","---","","-25% Craft Time Reduction","4","-92 Iron Spent","10","x1.25 Value Increase","18","-3 Essence Spent","30","Quality Chance x2","45","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","40","+25% Base ATK, DEF and HP","65","","-38 Steel Spent","120","-2 Crush Claw Spent","120","+10% Multicraft Chance","120","ATK +116","120","CRIT +2%","120","+10% Base ATK, DEF and HP","120","","2,890","6,420","1,285","4,410","","July 20, 2025",""
"Kiku-Ichimonji","Sword","Major Artifact Chest","---","","14","14,500,000","215,400","59:50:00","67.32","290,000","1.35","4,350","21,750","12,699","1,224","","Blacksmith","37","Master","33","Jeweler","30","","469","---","---","---","","---","---","---","---","44","9","---","","Rusted Katana","---","1","Crush Claw","---","4","","1,280","---","40","---","---","---","","Water","---","---","---","","-30% Craft Time Reduction","4","-7 Jewels Spent","10","x1.25 Value Increase","18","-141 Iron Spent","25","Quality Chance x2","40","","-20% Essence Spent","5","+10% Multicraft Chance","15","x1.25 Value Increase","25","+25% Base ATK, DEF and HP","35","Quality Chance x2","55","","-2 Essence Spent","120","-1 Crush Claw Spent","120","+10% Multicraft Chance","120","ATK +128","120","HP +40","120","+10% Base ATK, DEF and HP","120","","3,210","7,130","1,425","4,610","","",""
"Siren's Song","Sword","---","275","","15","18,000,000","278,400","77:20:00","64.66","320,000","1.15","4,800","24,000","11,668","1,072","","Blacksmith","38","Master","34","Jeweler","31","","363","---","---","---","171","---","---","---","---","---","11","---","","Ancient Amber","---","4","Star Metal Ingot","---","4","","1,340","---","---","---","---","---","","Water","---","---","---","","-25% Craft Time Reduction","4","-43 Steel Spent","10","x1.25 Value Increase","18","Blueprint: Plutonium Blade","25","Quality Chance x2","40","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","35","+25% Base ATK, DEF and HP","55","","-2 Essence Spent","130","-1 Star Metal Ingot Spent","130","+10% Multicraft Chance","130","ATK +134","130","DEF +107","130","+10% Base ATK, DEF and HP","130","","3,530","7,845","1,570","5,035","","",""
"Succubus Martyr","Sword","Prehistoric Chest","---","","15","19,000,000","278,400","77:20:00","68.25","320,000","1.15","4,800","24,000","17,622","1,269","","Blacksmith","38","Master","34","Jeweler","31","","","---","---","---","171","---","---","---","---","46","11","---","","Kingtoplasm","---","5","Outsider's Claw","---","5","","1,586","---","---","---","---","---","","---","---","Oblivion Element","---","","-43 Steel Spent","4","-25% Craft Time Reduction","10","x1.25 Value Increase","18","-3 Essence Spent","25","Quality Chance x2","40","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","35","+25% Base ATK, DEF and HP","55","","-1 Outsider's Claw Spent","130","-14 Jewels Spent","130","+10% Multicraft Chance","130","ATK +134","130","DEF +107","130","+10% Base ATK, DEF and HP","130","","3,610","8,025","1,605","5,035","","",""
"Sword of the Sightless","Sword","Content Pass: Malady's Arrival","---","425","15","19,000,000","278,400","77:20:00","68.25","320,000","1.15","4,800","24,000","16,449","1,608","","Blacksmith","38","Master","34","Jeweler","31","","485","---","---","---","171","---","---","---","---","---","11","---","","Mysterious Fossil","---","4","Star Metal Ingot","---","4","","1,340","---","---","---","0.05","---","","Light","Ouroboros Eternity","---","---","","-25% Craft Time Reduction","4","-121 Iron Spent","10","-43 Steel Spent","18","x1.25 Value Increase","25","Quality Chance x2","40","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","35","+25% Base ATK, DEF and HP","55","","-2 Essence Spent","130","-1 Star Metal Ingot Spent","130","+10% Multicraft Chance","130","ATK +134","130","CRIT +2%","130","+10% Base ATK, DEF and HP","130","","3,665","8,145","1,630","5,035","","February 15, 2026",""
"Twice Cursed","Sword","Darkenlord Mega Pack","---","425","15","20,000,000","278,400","77:20:00","71.84","320,000","1.15","4,800","24,000","16,449","1,532","","Blacksmith","38","Master","34","Jeweler","31","","485","---","---","---","171","---","---","---","---","---","11","---","","Ancient Amber","---","3","Star Metal Ingot","---","4","","1,340","383","---","---","---","---","","Dark","---","---","---","","-25% Craft Time Reduction","4","-43 Steel Spent","10","x1.25 Value Increase","18","-121 Iron Spent","25","Quality Chance x2","40","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","35","+25% Base ATK, DEF and HP","55","","-2 Essence Spent","130","-1 Star Metal Ingot Spent","130","+10% Multicraft Chance","130","ATK +134","130","DEF +107","130","+10% Base ATK, DEF and HP","130","","3,720","8,265","1,655","5,035","","September 6, 2026",""
"Plutonium Blade","Sword","---","300","","16","35,000,000","387,600","107:40:00","90.30","350,000","0.90","5,250","26,250","19,373","1,136","","Blacksmith","39","Master","35","Jeweler","32","","500","---","---","---","181","---","---","---","---","---","---","13","","Xzyur Eye","---","4","Paramount Gem","---","4","","1,420","---","---","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","3","-125 Iron Spent","8","x1.25 Value Increase","14","-45 Steel Spent","20","Quality Chance x2","30","","+20% Surcharge Value","5","-10% Surcharge Cost","10","+10% Multicraft Chance","20","x1.25 Value Increase","30","+25% Base ATK, DEF and HP","40","","-1 Paramount Gem Spent","140","-3 Stardust Spent","140","+10% Multicraft Chance","140","ATK +142","140","DEF +114","140","+10% Base ATK, DEF and HP","140","","4,255","9,455","1,890","5,470","","",""
"Wolfbane Scissors","Sword","Fairy Tales Pack","---","450","16","36,000,000","387,600","107:40:00","92.88","350,000","0.90","5,250","26,250","21,123","1,704","","Blacksmith","39","Master","35","Jeweler","32","","500","---","---","---","181","---","---","---","---","---","---","13","","Xzyur Claw","---","4","Man-goroots","---","5","","1,420","---","---","---","0.05","---","","---","---","---","---","","-25% Craft Time Reduction","3","-45 Steel Spent","8","x1.25 Value Increase","14","-125 Iron Spent","20","Quality Chance x2","30","","+20% Surcharge Value","5","-10% Surcharge Cost","10","+10% Multicraft Chance","20","x1.25 Value Increase","30","+25% Base ATK, DEF and HP","40","","-3 Stardust Spent","140","-2 Man-goroots Spent","140","+10% Multicraft Chance","140","ATK +142","140","CRIT +2%","140","+10% Base ATK, DEF and HP","140","","4,300","9,555","1,910","5,470","","November 15, 2026",""
